"Date","Way","Base amount","Base currency (name)","Base type","Quote amount","Quote currency","Exchange","Sent/Received from","Sent to","Fee amount","Fee currency (name)","Broker","Notes","Sync Base Holding","Leverage Metadata"
"2021-02-23T14:42:00.000Z","BUY",0.09459097,"TSLA (Tesla Inc)","STOCK",59.9593240636,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-02-23T14:46:00.000Z","BUY",1.02880658,"PLUG (Plug Power Inc)","STOCK",40.12345662,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-02-23T14:46:00.000Z","BUY",0.94295143,"NIO (NIO Inc)","STOCK",40.0188586892,"USD","New York Stock Exchange",,,1.31,"USD","Revolut",,false,
"2021-02-23T14:50:00.000Z","BUY",0.17112299,"XYZ (Block Inc)","STOCK",40.0633144188,"USD","New York Stock Exchange",,,1.31,"USD","Revolut",,false,
"2021-03-05T14:42:00.000Z","BUY",0.07461696,"TSLA (Tesla Inc)","STOCK",45.005219424,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-03-18T18:16:00.000Z","BUY",0.0991974,"SNOW (Snowflake Inc)","STOCK",21.999007398,"USD","New York Stock Exchange",,,,,"Revolut",,false,
"2021-03-18T19:05:00.000Z","BUY",0.14292372,"ZM (Zoom Communications Inc)","STOCK",46.02143784,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-03-18T19:32:00.000Z","BUY",0.19582535,"XYZ (Block Inc)","STOCK",44.0156639195,"USD","New York Stock Exchange",,,1.27,"USD","Revolut",,false,
"2021-03-24T17:27:00.000Z","BUY",0.61316982,"NIO (NIO Inc)","STOCK",23.0061316464,"USD","New York Stock Exchange",,,1.26,"USD","Revolut",,false,
"2021-03-24T17:28:00.000Z","BUY",0.06238692,"ZM (Zoom Communications Inc)","STOCK",20.0099807208,"USD","Nasdaq",,,1.26,"USD","Revolut",,false,
"2021-03-25T14:51:00.000Z","BUY",0.08347655,"XYZ (Block Inc)","STOCK",17.004173235,"USD","New York Stock Exchange",,,1.25,"USD","Revolut",,false,
"2021-04-07T13:32:00.000Z","SELL",0.01052188,"DIS (Walt Disney Co/The)","STOCK",1.9987363248,"USD","New York Stock Exchange",,,0.01,"USD","Revolut",,false,
"2021-04-27T19:04:00.000Z","BUY",0.02616258,"TSLA (Tesla Inc)","STOCK",18.558426123,"USD","Nasdaq",,,1.3,"USD","Revolut",,false,
"2021-04-29T16:53:00.000Z","BUY",0.02968327,"TSLA (Tesla Inc)","STOCK",20.000587326,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-05-06T15:21:00.000Z","BUY",0.03817143,"TSLA (Tesla Inc)","STOCK",25.009920936,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-05-10T14:00:00.000Z","BUY",0.04622068,"TSLA (Tesla Inc)","STOCK",30.0143229716,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-05-10T19:47:00.000Z","BUY",0.02702316,"TSLA (Tesla Inc)","STOCK",17.0021615772,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-05-13T14:46:00.000Z","BUY",0.01705786,"TSLA (Tesla Inc)","STOCK",9.999317532,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-05-13T17:57:00.000Z","BUY",0.16474172,"TSLA (Tesla Inc)","STOCK",93.0082328604,"USD","Nasdaq",,,1.32,"USD","Revolut",,false,
"2021-05-19T13:38:00.000Z","BUY",0.0854727,"TSLA (Tesla Inc)","STOCK",47.446750497,"USD","Nasdaq",,,1.34,"USD","Revolut",,false,
"2021-07-27T17:14:00.000Z","BUY",0.05289504,"TSLA (Tesla Inc)","STOCK",33.3968703552,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-10-22T18:32:00.000Z","BUY",0.48226342,"BYND (Beyond Meat Inc)","STOCK",44.9903544518,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-10-25T15:46:00.000Z","SELL",0.13987186,"TSLA (Tesla Inc)","STOCK",135.9750299804,"USD","Nasdaq",,,0.01,"USD","Revolut",,false,
"2021-10-25T15:48:00.000Z","BUY",0.48252616,"ZM (Zoom Communications Inc)","STOCK",136.0048234576,"USD","Nasdaq",,,,,"Revolut",,false,
"2021-10-29T13:41:00.000Z","SELL",0.21115637,"TSLA (Tesla Inc)","STOCK",226.9614242945,"USD","Nasdaq",,,0.01,"USD","Revolut",,false,
